0;16
0;26
0;351
0;356
0;458
0;500
0;515
0;520
0;658
0;765
0;857
0;1017
0;1125
0;1257
0;1305
0;1369
0;1400
0;1491
0;1738
0;1991
0;2008
0;2049
0;2218
0;2228
0;2520
0;2793
0;2884
0;2927
0;2963
0;3103
0;3196
0;3402
0;3415
0;3435
0;3438
0;3543
0;3571
0;3651
0;3843
0;3937
1;7
1;260
1;540
1;562
1;643
1;664
1;781
1;839
1;844
1;851
1;917
1;969
1;1000
1;1107
1;1161
1;1232
1;1257
1;1445
1;1452
1;1533
1;1605
1;1607
1;1620
1;1844
1;2043
1;2092
1;2119
1;2172
1;2227
1;2229
1;2264
1;2372
1;2448
1;2600
1;2694
1;2750
1;2895
1;2964
1;2997
1;3067
1;3141
1;3217
1;3244
1;3366
1;3385
1;3408
1;3412
1;3454
1;3456
1;3546
1;3733
1;3818
1;3867
1;3900
1;4029
2;19
2;227
2;357
2;419
2;773
2;829
2;843
2;851
2;861
2;883
2;1101
2;1106
2;1119
2;1139
2;1275
2;1362
2;1568
2;1572
2;1651
2;1969
2;2094
2;2216
2;2272
2;2465
2;2526
2;2755
2;2774
2;2978
2;3115
2;3349
2;3551
2;3691
2;3915
2;3987
3;121
3;200
3;405
3;527
3;1017
3;1372
3;1379
3;1479
3;1592
3;1609
3;1653
3;1694
3;1773
3;1774
3;2038
3;2197
3;2303
3;2311
3;2440
3;2483
3;2494
3;2513
3;2593
3;2717
3;2834
3;2931
3;3062
3;3144
3;3178
3;3277
3;3304
3;3307
3;3496
3;3512
3;3588
3;3845
3;3882
3;3945
4;110
4;211
4;386
4;420
4;567
4;614
4;796
4;847
4;864
4;1046
4;1184
4;1319
4;1538
4;1565
4;1681
4;1857
4;1949
4;2152
4;2202
4;2920
4;2947
4;3130
4;3141
4;3152
4;3153
4;3214
4;3288
4;3385
4;3669
4;3751
4;3874
4;3879
4;3992
4;4011
5;42
5;254
5;312
5;356
5;517
5;741
5;762
5;1019
5;1053
5;1128
5;1210
5;1496
5;1632
5;1644
5;1837
5;2241
5;2257
5;2304
5;2593
5;2635
5;2671
5;2726
5;2779
5;2830
5;3079
5;3435
5;3644
5;3650
5;3704
5;3708
5;3775
5;3824
5;3973
5;4011
5;4012
5;4013
6;264
6;477
6;519
6;561
6;808
6;833
6;894
6;1096
6;1315
6;1335
6;1478
6;1580
6;1623
6;1671
6;1953
6;1975
6;1980
6;1984
6;2004
6;2077
6;2101
6;2103
6;2325
6;2466
6;2717
6;2743
6;2861
6;3194
6;3316
6;3319
6;3440
6;3723
6;3731
6;3794
6;3797
7;8
7;14
7;176
7;418
7;689
7;886
7;1062
7;1201
7;1264
7;1389
7;1419
7;1502
7;1504
7;1544
7;1570
7;1713
7;1871
7;1975
7;2358
7;2557
7;2606
7;2756
7;2955
7;2993
7;3069
7;3104
7;3161
7;3320
7;3413
7;3447
7;3477
7;3496
7;3636
7;3665
7;3673
7;3700
7;3717
7;3809
8;62
8;178
8;386
8;524
8;542
8;545
8;612
8;727
8;1132
8;1140
8;1169
8;1174
8;1231
8;1326
8;1519
8;1658
8;1665
8;1743
8;1906
8;1953
8;1989
8;1990
8;2056
8;2226
8;2231
8;2232
8;2377
8;2535
8;2621
8;2653
8;2678
8;2720
8;2852
8;2878
8;3070
8;3101
8;3104
8;3149
8;3618
8;3708
8;3719
8;3823
8;3846
8;3850
8;3981
9;30
9;232
9;248
9;275
9;350
9;428
9;681
9;896
9;971
9;981
9;1334
9;1374
9;1673
9;1756
9;1814
9;1829
9;1906
9;2047
9;2128
9;2229
9;2383
9;2472
9;2516
9;2525
9;2570
9;2639
9;2642
9;2695
9;2732
9;2747
9;2809
9;2894
9;3000
9;3007
9;3210
9;3548
9;3598
9;3771
9;3774
9;3815
9;3931
10;134
10;209
10;451
10;477
10;689
10;979
10;992
10;1105
10;1123
10;1156
10;1157
10;1160
10;1206
10;1367
10;1471
10;1473
10;1492
10;1558
10;1622
10;1814
10;1842
10;1870
10;1947
10;1969
10;2033
10;2039
10;2400
10;2500
10;2546
10;2548
10;2604
10;2607
10;2694
10;2736
10;2854
10;2922
10;2934
10;3011
10;3108
10;3253
10;3273
11;142
11;337
11;430
11;541
11;655
11;702
11;770
11;781
11;869
11;884
11;1011
11;1211
11;1264
11;1314
11;1369
11;1392
11;1446
11;1466
11;1577
11;1629
11;1649
11;1666
11;1718
11;1722
11;1770
11;1871
11;2091
11;2156
11;2187
11;2311
11;2333
11;2406
11;2468
11;2498
11;2560
11;2779
11;2962
11;3161
11;3296
11;3335
11;3438
11;3544
11;3718
11;3753
11;3765
11;3780
11;3855
11;3946
11;3980
12;228
12;332
12;388
12;446
12;583
12;643
12;686
12;835
12;884
12;918
12;941
12;1086
12;1088
12;1245
12;1436
12;1449
12;1452
12;1479
12;1580
12;1585
12;1635
12;1713
12;1786
12;1806
12;1907
12;1908
12;2086
12;2127
12;2233
12;2243
12;2345
12;2355
12;2395
12;2452
12;2522
12;2662
12;2849
12;2984
12;3041
12;3049
12;3176
12;3574
12;3575
12;3615
12;3701
12;3820
12;3830
12;3839
12;3865
12;3880
12;3971
13;46
13;117
13;192
13;282
13;318
13;426
13;462
13;553
13;611
13;721
13;775
13;885
13;1081
13;1121
13;1187
13;1223
13;1340
13;1349
13;1453
13;1516
13;1523
13;1672
13;1801
13;1955
13;2000
13;2007
13;2038
13;2129
13;2140
13;2182
13;2190
13;2218
13;2256
13;2485
13;2536
13;2542
13;2564
13;2660
13;2803
13;3009
13;3065
13;3185
13;3307
13;3651
13;3678
13;3682
13;3735
13;3765
13;3772
13;3918
13;3929
13;4019
14;216
14;313
14;326
14;363
14;556
14;646
14;707
14;718
14;720
14;728
14;741
14;799
14;888
14;910
14;934
14;1140
14;1206
14;1369
14;1432
14;1497
14;1576
14;1587
14;1716
14;1799
14;1947
14;2040
14;2081
14;2366
14;2570
14;2611
14;2694
14;2798
14;2813
14;2828
14;2908
14;3092
14;3234
14;3338
14;3511
14;3533
14;3568
14;3690
14;4032
15;141
15;145
15;230
15;443
15;498
15;504
15;508
15;534
15;735
15;815
15;819
15;882
15;889
15;1024
15;1072
15;1215
15;1477
15;1547
15;1587
15;1630
15;1890
15;2095
15;2117
15;2150
15;2686
15;2769
15;2776
15;2851
15;2996
15;3047
15;3073
15;3200
15;3310
15;3314
15;3327
15;3404
15;3639
15;3666
15;3668
15;3886
16;136
16;206
16;213
16;513
16;690
16;769
16;771
16;812
16;897
16;919
16;1058
16;1094
16;1366
16;1400
16;1424
16;1490
16;1562
16;1624
16;1658
16;1898
16;2016
16;2082
16;2109
16;2119
16;2182
16;2238
16;2313
16;2534
16;2550
16;2573
16;2602
16;2738
16;2786
16;2956
16;3162
16;3240
16;3271
16;3292
16;3321
16;3425
16;3485
16;3505
16;3658
16;3708
16;3804
16;3842
16;3877
16;3947
17;103
17;250
17;506
17;624
17;695
17;950
17;1084
17;1176
17;1236
17;1329
17;1466
17;1515
17;1528
17;1550
17;1608
17;1646
17;1660
17;1663
17;1746
17;1801
17;1920
17;1962
17;1973
17;2064
17;2115
17;2158
17;2394
17;2412
17;2417
17;2796
17;2817
17;2841
17;3038
17;3289
17;3356
17;3451
17;3537
17;3612
17;3665
17;3713
17;3910
17;3948
18;26
18;137
18;178
18;194
18;227
18;298
18;351
18;357
18;431
18;534
18;548
18;566
18;678
18;751
18;809
18;830
18;885
18;978
18;1020
18;1050
18;1101
18;1153
18;1549
18;1616
18;1635
18;1714
18;1807
18;1857
18;1875
18;1900
18;1927
18;1930
18;2169
18;2478
18;2505
18;2534
18;2535
18;2626
18;2670
18;2691
18;2760
18;2806
18;3000
18;3001
18;3006
18;3191
18;3206
18;3208
18;3343
18;3411
18;3607
18;4012
19;68
19;80
19;141
19;428
19;681
19;706
19;745
19;770
19;771
19;793
19;809
19;875
19;1060
19;1090
19;1116
19;1162
19;1276
19;1355
19;1363
19;1413
19;1448
19;1457
19;1479
19;1732
19;1840
19;1846
19;2055
19;2122
19;2133
19;2208
19;2279
19;2331
19;2414
19;2787
19;2791
19;2809
19;2893
19;2983
19;3242
19;3357
19;3373
19;3449
19;3464
19;3555
19;3677
19;3820
19;3908
19;4035
20;22
20;145
20;363
20;427
20;436
20;467
20;574
20;840
20;871
20;1091
20;1188
20;1204
20;1271
20;1514
20;1532
20;1825
20;1840
20;2016
20;2102
20;2241
20;2402
20;2486
20;2607
20;2638
20;2682
20;2728
20;2807
20;2876
20;3071
20;3250
20;3305
20;3339
20;3546
20;3812
20;3925
20;3976
20;3989
21;127
21;182
21;207
21;242
21;244
21;259
21;349
21;420
21;553
21;659
21;858
21;947
21;952
21;985
21;1063
21;1271
21;1286
21;1343
21;1409
21;1411
21;1429
21;1553
21;1590
21;1885
21;1924
21;1978
21;2033
21;2067
21;2089
21;2109
21;2131
21;2139
21;2145
21;2276
21;2344
21;2429
21;2510
21;2729
21;2880
21;2950
21;2970
21;3053
21;3246
21;3371
21;3379
21;3439
21;3500
21;3589
21;3732
21;3973
22;276
22;388
22;404
22;646
